Player,Season,Position,Team,TotalInjuryCount,ConcussionTotal
Mike Williams,2021,WR,Chargers,3,0
Mike Thomas,2021,WR,Bengals,4,0
Mike Strachan,2021,WR,Colts,1,0
Mike Remmers,2021,T,Chiefs,4,0
Myles Garrett,2021,DE,Browns,8,0
Myles Hartsfield,2021,S,Panthers,1,0
Myles Jack,2021,LB,Jaguars,9,0
N'Keal Harry,2021,WR,Patriots,5,0
Nevin Lawson,2021,CB,Jaguars,2,0
Jon Rhattigan,2021,LB,Seahawks,2,0
Ndamukong Suh,2021,DT,Buccaneers,15,0
Ndamukong Suh,2021,DE,Buccaneers,1,0
Nathan Shepherd,2021,DT,Jets,4,0
Nate Solder,2021,T,Giants,2,0
Jonah Jackson,2021,G,Lions,4,0
Nate Hobbs,2021,CB,Raiders,4,0
Nate Herbig,2021,G,Eagles,2,0
Nate Hairston,2021,CB,Broncos,2,0
Nate Ebner,2021,S,Giants,8,0
Nasir Adderley,2021,S,Chargers,5,0
Naquan Jones,2021,DT,Titans,2,0
Najee Harris,2021,RB,Steelers,2,0
Nahshon Wright,2021,CB,Cowboys,5,0
Jonathan Greenard,2021,DE,Texans,8,0
Mike Purcell,2021,DT,Broncos,11,0
Mike Jordan,2021,G,Panthers,2,0
Jonathon Cooper,2021,LB,Broncos,3,0
Michael Burton,2021,RB,Chiefs,1,0
Michael Burton,2021,FB,Chiefs,6,0
Michael Brockers,2021,DE,Lions,11,0
Micah Parsons,2021,LB,Cowboys,1,0
Micah Hyde,2021,S,Bills,5,0
Melvin Ingram,2021,LB,Steelers,2,0
Melvin Ingram,2021,LB,Chiefs,1,0
Melvin Gordon,2021,RB,Broncos,10,0
Mekhi Becton,2021,T,Jets,1,0
Mecole Hardman,2021,WR,Chiefs,4,0
McTelvin Agim,2021,DE,Broncos,1,0
Maxx Williams,2021,TE,Cardinals,1,0
Jordan Simmons,2021,G,Raiders,1,0
Max Garcia,2021,C,Cardinals,6,0
Maurice Hurst,2021,DT,49ers,12,0
Michael Carter,2021,RB,Jets,1,0
Michael Danna,2021,DE,Chiefs,1,0
Mike Hughes,2021,CB,Chiefs,3,0
Jonathan Taylor,2021,RB,Colts,2,0
Jonathan Jones,2021,CB,Patriots,3,0
Mike Hilton,2021,CB,Bengals,2,0
Mike Glennon,2021,QB,Giants,1,0
Mike Ford,2021,CB,Broncos,2,0
Mike Evans,2021,WR,Buccaneers,4,0
Mike Edwards,2021,S,Buccaneers,5,0
Mike Boone,2021,RB,Broncos,2,0
Michael Pittman,2021,WR,Colts,1,0
Michael Pierce,2021,DT,Vikings,7,0
Michael Dunn,2021,T,Browns,1,0
Michael Dunn,2021,G,Browns,1,0
Michael Dogbe,2021,DE,Cardinals,1,0
Michael Dickson,2021,P,Seahawks,1,0
Michael Deiter,2021,C,Dolphins,2,0
Michael Davis,2021,CB,Chargers,4,0
Logan Ryan,2021,S,Giants,4,0
Linval Joseph,2021,DT,Chargers,5,0
Logan Ryan,2021,CB,Giants,1,0
Kendall Fuller,2021,CB,Football Team,2,0
Joshua Uche,2021,LB,Patriots,6,0
Kendrick Green,2021,C,Steelers,3,0
Kendrick Bourne,2021,WR,Patriots,1,0
Kendall Sheffield,2021,CB,Falcons,4,0
Kendall Lamm,2021,T,Titans,3,0
Joshuah Bledsoe,2021,S,Patriots,2,0
Kendall Hinton,2021,WR,Broncos,1,0
Kendal Vickers,2021,DT,Raiders,1,0
Kenneth Gainwell,2021,RB,Eagles,1,0
Ken Crawley,2021,CB,Saints,1,0
Kemoko Turay,2021,DE,Colts,6,0
Kelvin Joseph,2021,CB,Cowboys,2,0
Kelvin Beachum,2021,T,Cardinals,13,0
Keith Ismael,2021,C,Football Team,1,0
Keisean Nixon,2021,CB,Raiders,4,0
Keion Crossen,2021,CB,Giants,2,0
Kene Nwangwu,2021,RB,Vikings,2,0
"Kenneth Murray, Jr.",2021,LB,Chargers,4,0
Josh Myers,2021,C,Packers,6,0
Josh Wells,2021,T,Buccaneers,1,0
Josh Norman,2021,CB,49ers,6,0
Kevin Pierre-Louis,2021,LB,Texans,5,0
Josh Reynolds,2021,WR,Lions,2,0
Josh Reynolds,2021,WR,Titans,3,0
Josh Tupou,2021,DT,Bengals,7,0
Kevin Givens,2021,DT,49ers,2,0
Kevin Dotson,2021,G,Steelers,2,0
Kerry Hyder,2021,DE,Seahawks,2,0
Kenny Clark,2021,DT,Packers,2,0
Kenyan Drake,2021,RB,Raiders,2,0
Kentavius Street,2021,DE,49ers,1,0
Josh Woods,2021,LB,Lions,1,0
Kenny Willekes,2021,DE,Vikings,1,0
Kenny Robinson,2021,S,Panthers,1,0
Joshua Miles,2021,T,Cardinals,1,0
Kenny Golladay,2021,WR,Giants,9,0
JuJu Smith-Schuster,2021,WR,Steelers,4,0
Keenan Allen,2021,WR,Chargers,4,0
Keelan Cole,2021,WR,Jets,2,0
Justin Hardee,2021,CB,Jets,1,0
Juston Burris,2021,S,Panthers,2,0
Justin Zimmer,2021,DT,Bills,3,0
Justin Watson,2021,WR,Buccaneers,2,0
Justin Britt,2021,C,Texans,9,0
Justin Strnad,2021,LB,Broncos,1,0
Justin Simmons,2021,S,Broncos,3,0
Justin Fields,2021,QB,Bears,8,0
Justin Pugh,2021,G,Cardinals,11,0
Keanu Neal,2021,LB,Cowboys,1,0
Justin Murray,2021,T,Cardinals,3,0
Justin Herbert,2021,QB,Chargers,2,0
Justin Layne,2021,CB,Steelers,1,0
Justin Jones,2021,DT,Chargers,6,0
Justin Jefferson,2021,WR,Vikings,1,0
Justin Jackson,2021,RB,Chargers,6,0
Justin Houston,2021,LB,Ravens,13,0
K'Von Wallace,2021,S,Eagles,1,0
Justin Bethel,2021,S,Patriots,1,0
K'Waun Williams,2021,CB,49ers,3,0
K.J. Osborn,2021,WR,Vikings,1,0
Keandre Jones,2021,LB,Bengals,1,0
Juan Thornhill,2021,S,Chiefs,1,0
Ke'Shawn Vaughn,2021,RB,Buccaneers,1,0
Kary Vincent Jr.,2021,CB,Eagles,1,0
Julian Blackmon,2021,S,Colts,3,0
Kareem Jackson,2021,S,Broncos,6,0
Kareem Hunt,2021,RB,Browns,5,0
Kamu Grugier-Hill,2021,LB,Texans,6,0
Julian Okwara,2021,LB,Lions,5,0
Julio Jones,2021,WR,Titans,8,0
Kalif Raymond,2021,WR,Lions,3,0
Kaden Smith,2021,TE,Giants,10,0
Kaden Elliss,2021,LB,Saints,3,0
Kadarius Toney,2021,WR,Giants,11,0
K.J. Wright,2021,LB,Raiders,1,0
Kevin Rader,2021,TE,Steelers,2,0
Josh Metellus,2021,S,Vikings,2,0
Logan Cooke,2021,P,Jaguars,3,0
Joseph Charlton,2021,P,Panthers,1,0
Laurent Duvernay-Tardif,2021,G,Jets,4,0
Laurent Duvernay-Tardif,2021,G,Chiefs,1,0
Jordan Willis,2021,DE,49ers,1,0
Latavius Murray,2021,RB,Ravens,5,0
Larry Ogunjobi,2021,DT,Bengals,2,0
Jordyn Brooks,2021,LB,Seahawks,2,0
Larry Borom,2021,T,Bears,1,0
Larrell Murchison,2021,DT,Titans,4,0
Jordan Wilkins,2021,RB,Colts,4,0
Joseph Fortson,2021,TE,Chiefs,1,0
Laremy Tunsil,2021,T,Texans,1,0
Josh Allen,2021,QB,Bills,2,0
Lane Johnson,2021,T,Eagles,15,0
Landon Young,2021,T,Saints,1,0
Josh Andrews,2021,G,Falcons,1,0
Landon Dickerson,2021,G,Eagles,8,0
Laviska Shenault Jr.,2021,WR,Jaguars,2,0
Lavonte David,2021,LB,Buccaneers,6,0
Kevin Zeitler,2021,G,Ravens,1,0
Jordan Whitehead,2021,S,Buccaneers,5,0
Justin Hilliard,2021,LB,Giants,2,0
Jordan Smith,2021,DE,Jaguars,3,0
Lil'Jordan Humphrey,2021,WR,Saints,3,0
Jordan Smith,2021,LB,Jaguars,1,0
Liam Eichenberg,2021,T,Dolphins,1,0
Levi Wallace,2021,CB,Bills,1,0
Levi Onwuzurike,2021,DT,Lions,1,0
Levi Onwuzurike,2021,DE,Lions,2,0
Lawrence Guy,2021,DT,Patriots,1,0
Lerentee McCray,2021,DE,Jaguars,6,0
Leonard Williams,2021,DT,Giants,3,0
Leonard Fournette,2021,RB,Buccaneers,2,0
Leonard Floyd,2021,LB,Rams,6,0
Leki Fotu,2021,DT,Cardinals,2,0
Lee Smith,2021,TE,Falcons,7,0
Le'Raven Clark,2021,T,Eagles,1,0
Josh Bynes,2021,LB,Ravens,1,0
Landon Collins,2021,S,Football Team,3,0
Lamar Jackson,2021,QB,Ravens,8,0
Khari Blasingame,2021,RB,Titans,3,0
Kolton Miller,2021,T,Raiders,3,0
Josh Hines-Allen,2021,DE,Jaguars,2,0
Kirk Cousins,2021,QB,Vikings,1,0
Josh Hines-Allen,2021,LB,Jaguars,1,0
Khyiris Tonga,2021,DT,Bears,3,0
Josh Jackson,2021,CB,Giants,1,0
Khari Willis,2021,S,Colts,4,0
Josh Jacobs,2021,RB,Raiders,13,0
Nick Bolton,2021,LB,Chiefs,2,0
Khari Blasingame,2021,FB,Titans,2,0
Khalil Mack,2021,LB,Bears,8,0
Khalil Herbert,2021,RB,Bears,2,0
Josh Lambo,2021,K,Jaguars,1,0
Khalen Saunders,2021,DT,Chiefs,5,0
KhaDarel Hodge,2021,WR,Lions,1,0
Kevon Seymour,2021,CB,Ravens,1,0
Kris Boyd,2021,CB,Vikings,2,0
Kristian Fulton,2021,CB,Titans,2,0
Kristian Welch,2021,LB,Ravens,1,0
Kwity Paye,2021,DE,Colts,5,0
La'el Collins,2021,T,Cowboys,1,0
La'Mical Perine,2021,RB,Jets,2,0
L'Jarius Sneed,2021,CB,Chiefs,13,0
Kylie Fitts,2021,LB,Cardinals,1,0
Kyler Murray,2021,QB,Cardinals,6,0
Kyler Fackrell,2021,LB,Chargers,2,0
Kylen Granson,2021,TE,Colts,1,0
Kyle Van Noy,2021,LB,Patriots,11,0
Kyle Rudolph,2021,TE,Giants,7,0
Kyle Peko,2021,DT,Titans,1,0
Kyle Long,2021,G,Chiefs,1,0
Kyle Fuller,2021,G,Seahawks,4,0
Kyle Fuller,2021,C,Seahawks,1,0
Kyle Dugger,2021,S,Patriots,9,0
Kwon Alexander,2021,LB,Saints,1,0
Laken Tomlinson,2021,G,49ers,1,0
A'Shawn Robinson,2021,DT,Rams,3,0
Nick Bowers,2021,TE,Raiders,1,0
Sheldon Richardson,2021,DT,Vikings,1,0
Tory Carter,2021,FB,Titans,4,0
Tony Pollard,2021,RB,Cowboys,6,0
Tony Fields II,2021,LB,Browns,5,0
Tommy Tremble,2021,TE,Panthers,1,0
Tommy Togiai,2021,DT,Browns,1,0
Tommy Sweeney,2021,TE,Bills,2,0
Tommy Kraemer,2021,G,Lions,1,0
Tommy Hudson,2021,TE,Titans,3,0
Tom Compton,2021,T,49ers,1,0
Tom Brady,2021,QB,Buccaneers,10,0
Tim Patrick,2021,WR,Broncos,3,0
Teven Jenkins,2021,T,Bears,2,0
Tevaughn Campbell,2021,CB,Chargers,4,0
Terry McLaurin,2021,WR,Football Team,5,0
Terron Armstead,2021,T,Saints,13,0
Terrence Brooks,2021,S,Texans,4,0
Terrell Lewis,2021,LB,Rams,8,0
Teez Tabor,2021,S,Bears,1,0
Tee Higgins,2021,WR,Bengals,7,0
Trae Waynes,2021,CB,Bengals,5,0
Trai Turner,2021,G,Steelers,8,0
Travis Homer,2021,RB,Seahawks,4,0
Trent Brown,2021,T,Patriots,8,0
Trevor Siemian,2021,QB,Saints,2,0
Trevor Lawrence,2021,QB,Jaguars,1,0
Trevon Wesco,2021,TE,Jets,5,0
Trevon Diggs,2021,CB,Cowboys,4,0
Trevis Gipson,2021,LB,Bears,1,0
Trent Williams,2021,T,49ers,14,0
Trent Scott,2021,T,Panthers,1,0
Trent Harris,2021,LB,Giants,1,0
Tremayne Anchrum,2021,T,Rams,1,0
Travis Kelce,2021,TE,Chiefs,7,0
Tremaine Edmunds,2021,LB,Bills,5,0
Tre'von Moehrig,2021,S,Raiders,2,0
Tre'Quan Smith,2021,WR,Saints,3,0
Tre'Davious White,2021,CB,Bills,1,0
Tre Herndon,2021,CB,Jaguars,4,0
Tre Flowers,2021,CB,Seahawks,1,0
Tre Brown,2021,CB,Seahawks,2,0
Trayvon Mullen,2021,CB,Raiders,3,0
Teair Tart,2021,DT,Titans,12,0
Taylor Moton,2021,T,Panthers,2,0
Taylor Heinicke,2021,QB,Football Team,2,0
Stantley Thomas-Oliver,2021,CB,Panthers,3,0
Steven Means,2021,LB,Falcons,1,0
Steve McLendon,2021,DT,Buccaneers,12,0
Sterling Shepard,2021,WR,Giants,11,0
Stephon Gilmore,2021,CB,Panthers,4,0
Stephen Weatherly,2021,LB,Broncos,2,0
Stephen Anderson,2021,TE,Chargers,4,0
Stefon Diggs,2021,WR,Bills,14,0
Star Lotulelei,2021,DT,Bills,12,0
Stanley Morgan,2021,WR,Bengals,6,0
Steven Parker,2021,S,Giants,1,0
Spencer Brown,2021,T,Bills,4,0
Sony Michel,2021,RB,Rams,1,0
Solomon Thomas,2021,DT,Raiders,2,0
Siran Neal,2021,CB,Bills,3,0
Sione Takitaki,2021,LB,Browns,8,0
Simi Fehoko,2021,WR,Cowboys,2,0
Sidney Jones,2021,CB,Seahawks,5,0
Shi Smith,2021,WR,Panthers,3,0
Steven Nelson,2021,CB,Eagles,1,0
Sutton Smith,2021,FB,Raiders,1,0
Taylor Decker,2021,T,Lions,4,0
Tanoh Kpassagnon,2021,DE,Saints,5,0
Tay Gowan,2021,CB,Eagles,1,0
Tavon Young,2021,CB,Ravens,10,0
Tavon Wilson,2021,S,49ers,1,0
Tavon Austin,2021,WR,Jaguars,2,0
Tashaun Gipson,2021,S,Bears,8,0
Tarron Jackson,2021,DE,Eagles,1,0
Taron Johnson,2021,CB,Bills,4,0
Tarell Basham,2021,DE,Cowboys,2,0
Tanner Vallejo,2021,LB,Cardinals,4,0
T.J. Carrie,2021,CB,Colts,3,0
Talanoa Hufanga,2021,S,49ers,4,0
Takk McKinley,2021,DE,Browns,8,0
Tajae Sharpe,2021,WR,Falcons,1,0
Taiwan Jones,2021,RB,Bills,7,0
Tae Crowder,2021,LB,Giants,2,0
T.J. Watt,2021,LB,Steelers,5,0
T.J. Hockenson,2021,TE,Lions,7,0
T.J. Edwards,2021,LB,Eagles,1,0
Trey Flowers,2021,LB,Lions,10,0
Trey Hendrickson,2021,DE,Bengals,5,0
Trey Hill,2021,C,Bengals,2,0
Whitney Mercilus,2021,DE,Texans,1,0
William Jackson,2021,CB,Football Team,5,0
William Gholston,2021,DE,Buccaneers,2,0
Will Richardson,2021,T,Jaguars,3,0
Will Holden,2021,T,Lions,2,0
Will Harris,2021,S,Lions,1,0
Will Grier,2021,QB,Cowboys,2,0
Will Fuller,2021,WR,Dolphins,2,0
Will Compton,2021,LB,Raiders,1,0
Wes Schweitzer,2021,G,Football Team,3,0
Wyatt Davis,2021,G,Vikings,2,0
Wayne Gallman,2021,RB,Falcons,1,0
Von Miller,2021,LB,Rams,3,0
Von Miller,2021,LB,Broncos,4,0
Vita Vea,2021,DT,Buccaneers,4,0
Vernon Scott,2021,S,Packers,5,0
Vernon Hargreaves III,2021,CB,Bengals,2,0
Vernon Butler,2021,DT,Bills,1,0
Van Jefferson,2021,WR,Rams,4,0
Willie Gay Jr.,2021,LB,Chiefs,4,0
Xavien Howard,2021,CB,Dolphins,7,0
Tyus Bowser,2021,LB,Ravens,1,0
Zach Ertz,2021,TE,Cardinals,6,0
Zay Jones,2021,WR,Raiders,2,0
Zaven Collins,2021,LB,Cardinals,2,0
Zach Wilson,2021,QB,Jets,7,0
Zach Sieler,2021,DT,Dolphins,2,0
Zach Pascal,2021,WR,Colts,1,0
Zach Kerr,2021,DT,Cardinals,3,0
Zach Gentry,2021,TE,Steelers,1,0
Zach Ertz,2021,TE,Eagles,2,0
Zach Cunningham,2021,LB,Titans,1,0
Xavier McKinney,2021,S,Giants,1,0
Zach Banner,2021,T,Steelers,3,0
Zach Allen,2021,DE,Cardinals,2,0
Za'Darius Smith,2021,LB,Packers,2,0
Yodny Cajuste,2021,T,Patriots,3,0
Yetur Gross-Matos,2021,DE,Panthers,4,0
Yannick Ngakoue,2021,DE,Raiders,8,0
Xavier Woods,2021,S,Vikings,1,0
Xavier Su'a-Filo,2021,G,Bengals,3,0
Uchenna Nwosu,2021,LB,Chargers,1,0
Tytus Howard,2021,T,Texans,1,0
Trey Hopkins,2021,C,Bengals,9,0
Troy Hill,2021,CB,Browns,7,0
Ty Summers,2021,LB,Packers,1,0
Ty Sambrailo,2021,T,Titans,2,0
Ty Nsekhe,2021,T,Cowboys,6,0
Ty Montgomery,2021,WR,Saints,5,0
Tutu Atwell,2021,WR,Rams,1,0
Tua Tagovailoa,2021,QB,Dolphins,6,0
Trysten Hill,2021,DT,Cowboys,1,0
Troy Reeder,2021,LB,Rams,1,0
Troy Apke,2021,CB,Football Team,1,0
Tylan Wallace,2021,WR,Ravens,1,0
Tristan Wirfs,2021,T,Buccaneers,1,0
Tristan Vizcaino,2021,K,Chargers,1,0
Trinity Benson,2021,WR,Lions,3,0
Trill Williams,2021,CB,Dolphins,4,0
Trey Smith,2021,G,Chiefs,5,0
Trey Sermon,2021,RB,49ers,2,0
Trey Marshall,2021,S,Chargers,8,0
Trey Lance,2021,QB,49ers,3,0
Tyeler Davison,2021,DT,Falcons,1,0
Tyler Boyd,2021,WR,Bengals,1,0
Tyson Campbell,2021,CB,Jaguars,9,0
Tyler Shelvin,2021,DT,Bengals,4,0
Tyson Alualu,2021,DE,Steelers,1,0
Tyron Smith,2021,T,Cowboys,10,0
Tyrod Taylor,2021,QB,Texans,3,0
Tyrie Cleveland,2021,WR,Broncos,3,0
Tyreek Hill,2021,WR,Chiefs,12,0
Tyree Gillespie,2021,S,Raiders,1,0
Tyre Phillips,2021,G,Ravens,3,0
Tyquan Lewis,2021,DE,Colts,1,0
Tyler Shatley,2021,G,Jaguars,1,0
Tyler Conklin,2021,TE,Vikings,3,0
Tyler Shatley,2021,C,Jaguars,1,0
Tyler Ott,2021,LS,Seahawks,3,0
Tyler Lockett,2021,WR,Seahawks,1,0
Tyler Larsen,2021,C,Football Team,4,0
Tyler Lancaster,2021,DT,Packers,5,0
Tyler Kroft,2021,TE,Jets,4,0
Tyler Huntley,2021,QB,Ravens,2,0
Tyler Higbee,2021,TE,Rams,2,0
Sheldrick Redwine,2021,S,Dolphins,1,0
Sheldon Rankins,2021,DT,Jets,5,0
Nick Boyle,2021,TE,Ravens,9,0
Shelby Harris,2021,DE,Broncos,15,0
Racey McMath,2021,WR,Titans,1,0
Quinton Spain,2021,G,Bengals,4,0
Quinton Jefferson,2021,DT,Raiders,6,0
Quinton Bohanna,2021,DT,Cowboys,2,0
Quinnen Williams,2021,DT,Jets,2,0
Quinn Nordin,2021,K,Patriots,1,0
Quinn Meinerz,2021,G,Broncos,2,0
Quincy Williams,2021,LB,Jets,2,0
Quez Watkins,2021,WR,Eagles,1,0
Quenton Nelson,2021,G,Colts,10,0
Quandre Diggs,2021,S,Seahawks,4,0
Prince Tega Wanogho,2021,T,Chiefs,1,0
Preston Williams,2021,WR,Dolphins,8,0
Preston Smith,2021,LB,Packers,3,0
Pressley Harvin III,2021,P,Steelers,2,0
Poona Ford,2021,DT,Seahawks,7,0
Phillip Lindsay,2021,RB,Dolphins,3,0
Phil Hoskins,2021,DT,Panthers,2,0
Pharaoh Brown,2021,TE,Texans,6,0
Rakeem Nunez-Roches,2021,DT,Buccaneers,3,0
Randall Cobb,2021,WR,Packers,2,0
Randy Bullock,2021,K,Titans,1,0
Rasheem Green,2021,DE,Seahawks,1,0
Reggie Ragland,2021,LB,Giants,1,0
Reggie Gilliam,2021,FB,Bills,2,0
Rayshawn Jenkins,2021,S,Jaguars,1,0
Raymond Johnson III,2021,DE,Giants,1,0
Rasul Douglas,2021,CB,Packers,1,0
Rashod Hill,2021,T,Vikings,1,0
Rashod Berry,2021,LB,Lions,2,0
Rashod Bateman,2021,WR,Ravens,2,0
Rashard Robinson,2021,CB,Buccaneers,2,0
Randy Gregory,2021,DE,Cowboys,5,0
Rashard Lawrence,2021,DT,Cardinals,3,0
Rashard Higgins,2021,WR,Browns,1,0
Rashan Gary,2021,LB,Packers,3,0
Rashaan Melvin,2021,CB,Panthers,3,0
Rashaan Evans,2021,LB,Titans,8,0
Rashaad Penny,2021,RB,Seahawks,7,0
Rashaad Coward,2021,T,Steelers,2,0
Rashaad Coward,2021,T,Jaguars,1,0
Peyton Barber,2021,RB,Raiders,2,0
Pete Werner,2021,LB,Saints,4,0
Pernell McPhee,2021,LB,Ravens,8,0
Noah Brown,2021,WR,Cowboys,1,0
Johnny Stanton,2021,FB,Browns,1,0
Odell Beckham Jr.,2021,WR,Browns,8,0
Odafe Oweh,2021,LB,Ravens,3,0
O.J. Howard,2021,TE,Buccaneers,2,0
Nyheim Hines,2021,RB,Colts,2,0
Nsimba Webster,2021,WR,Bears,1,0
Noah Igbinoghene,2021,CB,Dolphins,2,0
Noah Fant,2021,TE,Broncos,4,0
Nico Collins,2021,WR,Texans,4,0
Oli Udoh,2021,T,Vikings,2,0
Nick Williams,2021,DE,Lions,3,0
Nick Westbrook-Ikhine,2021,WR,Titans,2,0
Nick Vigil,2021,LB,Vikings,4,0
Nick Vannett,2021,TE,Saints,1,0
Nick Folk,2021,K,Patriots,14,0
Nick Foles,2021,QB,Bears,1,0
Nick Dzubnar,2021,LB,Titans,1,0
Nick Chubb,2021,RB,Browns,3,0
Ola Adeniyi,2021,LB,Titans,3,0
Orlando Brown,2021,T,Chiefs,6,0
Penny Hart,2021,WR,Seahawks,4,0
Patrick Mekari,2021,T,Ravens,3,0
Penei Sewell,2021,T,Lions,4,0
Payton Turner,2021,DE,Saints,5,0
Paulson Adebo,2021,CB,Saints,1,0
Patrick Scales,2021,LS,Bears,1,0
Patrick Ricard,2021,FB,Ravens,6,0
Patrick Queen,2021,LB,Ravens,2,0
Patrick Peterson,2021,CB,Vikings,3,0
Patrick Onwuasor,2021,LB,Raiders,3,0
Patrick Mekari,2021,G,Ravens,5,0
Oshane Ximines,2021,LB,Giants,1,0
Patrick Jones II,2021,DE,Vikings,1,0
Patrick Johnson,2021,LB,Eagles,2,0
Pat Surtain II,2021,CB,Broncos,2,0
Pat O'Connor,2021,DE,Buccaneers,2,0
Pat Elflein,2021,G,Panthers,3,0
Parris Campbell,2021,WR,Colts,3,0
P.J. Williams,2021,S,Saints,1,0
P.J. Williams,2021,CB,Saints,1,0
Rex Burkhead,2021,RB,Texans,8,0
Ricardo Allen,2021,S,Bengals,3,0
Richard LeCounte,2021,S,Browns,1,0
Ryan Succop,2021,K,Buccaneers,2,0
Sam Hubbard,2021,DE,Bengals,2,0
Sam Ficken,2021,K,Titans,1,0
Sam Cosmi,2021,T,Football Team,7,0
Sam Beal,2021,CB,Giants,1,0
Salvon Ahmed,2021,RB,Dolphins,1,0
Saivion Smith,2021,CB,Lions,1,0
Saahdiq Charles,2021,T,Football Team,2,0
Ryan Tannehill,2021,QB,Titans,1,0
Ryan Smith,2021,CB,Chargers,1,0
Samaje Perine,2021,RB,Bengals,1,0
Ryan Ramczyk,2021,T,Saints,7,0
Ryan Neal,2021,S,Seahawks,2,0
Ryan Neal,2021,CB,Seahawks,1,0
Ryan Nall,2021,RB,Bears,1,0
Ryan Kerrigan,2021,DE,Eagles,3,0
Ryan Kelly,2021,C,Colts,4,0
Ryan Jensen,2021,C,Buccaneers,4,0
Ryan Griffin,2021,TE,Jets,1,0
Sam Kamara,2021,LB,Bears,1,0
Sammis Reyes,2021,TE,Football Team,3,0
Ryan Connelly,2021,LB,Vikings,3,0
Shane Lemieux,2021,G,Giants,1,0
Shaun Bradley,2021,LB,Eagles,5,0
Sharrod Neasman,2021,S,Jets,1,0
Sharif Finch,2021,LB,Titans,1,0
Shaquille Leonard,2021,LB,Colts,11,0
Shaquil Barrett,2021,LB,Buccaneers,4,0
Shaq Thompson,2021,LB,Panthers,7,0
Shaq Mason,2021,G,Patriots,9,0
Shaq Lawson,2021,DE,Jets,4,0
Shamar Stephen,2021,DE,Broncos,3,0
Sammy Watkins,2021,WR,Ravens,7,0
Sebastian Joseph-Day,2021,DT,Rams,3,0
Sean Murphy-Bunting,2021,CB,Buccaneers,3,0
Sean McKeon,2021,TE,Cowboys,4,0
Sean Harlow,2021,G,Cardinals,1,0
Sean Chandler,2021,S,Panthers,2,0
Scottie Phillips,2021,RB,Texans,2,0
Saquon Barkley,2021,RB,Giants,15,0
Samson Ebukam,2021,DE,49ers,2,0
Ryan Fitzpatrick,2021,QB,Football Team,1,0
Ryan Bates,2021,C,Bills,1,0
Richard Sherman,2021,CB,Buccaneers,5,0
Robert Hunt,2021,G,Dolphins,1,0
Rock Ya-Sin,2021,CB,Colts,7,0
Robert Woods,2021,WR,Rams,2,0
Robert Tonyan,2021,TE,Packers,1,0
Robert Spillane,2021,LB,Steelers,5,0
Robert Rochell,2021,CB,Rams,3,0
Robert Quinn,2021,LB,Bears,2,0
Robert Nkemdiche,2021,DT,Seahawks,1,0
Robert Jones,2021,G,Dolphins,2,0
Robert Alford,2021,CB,Cardinals,1,0
Roderic Teamer,2021,CB,Raiders,4,0
Rob Havenstein,2021,T,Rams,1,0
Rob Gronkowski,2021,TE,Buccaneers,18,0
Riley Reiff,2021,T,Bengals,4,0
Riley Patterson,2021,K,Lions,1,0
Ricky Seals-Jones,2021,TE,Football Team,6,0
Rick Lovato,2021,LS,Eagles,1,0
Richie Incognito,2021,G,Raiders,3,0
Richie Grant,2021,S,Falcons,2,0
Rodarius Williams,2021,CB,Giants,1,0
Roderic Teamer,2021,S,Raiders,1,0
Russell Wilson,2021,QB,Seahawks,3,0
Ronnie Perkins,2021,DE,Patriots,2,0
Russell Gage,2021,WR,Falcons,4,0
Roy Robertson-Harris,2021,DT,Jaguars,4,0
Roy Lopez,2021,DT,Texans,1,0
Ross Matiscik,2021,LS,Jaguars,1,0
Ross Blacklock,2021,DT,Texans,2,0
Roquan Smith,2021,LB,Bears,3,0
Ronnie Stanley,2021,T,Ravens,6,0
Ronnie Perkins,2021,LB,Patriots,4,0
Ronnie Harrison,2021,S,Browns,5,0
Rodger Saffold,2021,G,Titans,9,0
Rondale Moore,2021,WR,Cardinals,4,0
Ronald Jones,2021,RB,Buccaneers,2,0
Ronald Darby,2021,CB,Broncos,4,0
Romeo Okwara,2021,LB,Lions,3,0
Rodrigo Blankenship,2021,K,Colts,1,0
Rodney Smith,2021,RB,Panthers,1,0
Rodney McLeod Jr.,2021,S,Eagles,6,0
Rodney Hudson,2021,C,Cardinals,10,0
Odell Beckham Jr.,2021,WR,Rams,2,0
Joe Flacco,2021,QB,Jets,1,0
Johnny Mundt,2021,TE,Rams,1,0
Chris Jones,2021,DE,Chiefs,6,0
Charvarius Ward,2021,CB,Chiefs,8,0
Charles Washington,2021,S,Cardinals,1,0
Charles Leno Jr.,2021,T,Football Team,2,0
Charles Harris,2021,LB,Lions,2,0
Chandon Sullivan,2021,CB,Packers,1,0
Chandler Jones,2021,LB,Cardinals,4,0
Chad Henne,2021,QB,Chiefs,1,0
Cethan Carter,2021,TE,Dolphins,1,0
Cedrick Wilson Jr.,2021,WR,Cowboys,6,0
Cedric Ogbuehi,2021,T,Seahawks,3,0
Cedric Ogbuehi,2021,T,Ravens,3,0
Cassius Marsh,2021,LB,Bears,1,0
Casey Kreiter,2021,LS,Giants,1,0
Casey Hayward,2021,CB,Raiders,4,0
Carter Coughlin,2021,LB,Giants,1,0
Carson Wentz,2021,QB,Colts,5,0
Carlton Davis,2021,CB,Buccaneers,5,0
Carlos Watkins,2021,DT,Cowboys,1,0
Carlos Watkins,2021,DE,Cowboys,2,0
